,text,state,type_news,tags,n_of_tags,text_ml,numerical_sentiment,sentiment
902,"Ondeó durante décadas en los edificios oficiales, pero ahora su exhibición pública queda prohibida. La razón: evitar abrir heridas aún no curadas del todo en la sociedad sudafricana. El Tribunal Superior de Gauteng, en Johannesburgo, ha sentenciado este m",1,Real,"['ondeó', 'décadas', 'edificios', 'oficiales', 'exhibición', 'pública', 'queda', 'prohibida', 'razón', 'evitar', 'abrir', 'heridas', 'curadas', 'sociedad', 'sudafricana', 'tribunal', 'superior', 'gauteng', 'johannesburgo', 'sentenciado']",20,ondeó décadas edificios oficiales exhibición pública queda prohibida razón evitar abrir heridas curadas sociedad sudafricana tribunal superior gauteng johannesburgo sentenciado,0.025739638978140002,Very Negative
903,"En Japón ya es una realidad la venta de carne humana por medio de un restaurante que la comercializa en platillos de hasta mil 200 euros. Esta carne se obtiene de gente que vende su cuerpo, el dinero se entrega a la familia una vez que la persona fallece.",0,Fake,"['japón', 'realidad', 'venta', 'carne', 'humana', 'medio', 'restaurante', 'comercializa', 'platillos', 'euros', 'carne', 'obtiene', 'gente', 'vende', 'cuerpo', 'dinero', 'entrega', 'familia', 'persona', 'fallece']",20,japón realidad venta carne humana medio restaurante comercializa platillos euros carne obtiene gente vende cuerpo dinero entrega familia persona fallece,1.4797175914169704e-06,Very Negative
904,"La normativa de las aerolíneas va cambiando con el paso del tiempo, aunque no todas las medidas que adoptan sean de nuestro agrado. Presta atención porque a partir del 20 de junio puede que tengas que pagar por utilizar el aseo. Todas las aerolíneas cuent",0,Fake,"['normativa', 'aerolíneas', 'cambiando', 'tiempo', 'aunque', 'medidas', 'adoptan', 'agrado', 'presta', 'atención', 'partir', 'junio', 'pagar', 'utilizar', 'aerolíneas', 'cuent']",16,normativa aerolíneas cambiando tiempo aunque medidas adoptan agrado presta atención partir junio pagar utilizar aerolíneas cuent,0.005321298972186528,Very Negative
905,"A todos esos que lleváis días insultandome porque, según vosotros, no pago suficientes impuestos ¿habéis insultado del mismo modo a Almodóvar o a los Bardem?",0,Fake,"['lleváis', 'insultandome', 'suficientes', 'impuestos', 'insultado', 'mismo', 'almodóvar', 'bardem']",8,lleváis insultandome suficientes impuestos insultado mismo almodóvar bardem,0.2852714593764641,Negative
906,"La islamización en España sigue avanzando. Si esta semana se confirmaba que en el curso 2018-2019 los colegios públicos de La Rioja darán clases de religión islámica, en Andalucía, todos los colegios públicos obligan a sus estudiantes a comer comida Halal",0,Fake,"['islamización', 'españa', 'sigue', 'avanzando', 'semana', 'confirmaba', 'curso', 'colegios', 'públicos', 'rioja', 'darán', 'clases', 'religión', 'islámica', 'andalucía', 'colegios', 'públicos', 'obligan', 'estudiantes', 'comer', 'comida', 'halal']",22,islamización españa sigue avanzando semana confirmaba curso colegios públicos rioja darán clases religión islámica andalucía colegios públicos obligan estudiantes comer comida halal,0.12438914195557776,Very Negative
907," El consorcio TransJerusalem J-Net Ltd, formado por el Grupo CAF y la constructora Shapir , se ha adjudicado el proyecto del tren ligero de Jerusalén por un importe que supera los 1.800 millones de euros , según informó ayer el grupo empresarial guipuzcoa",1,Real,"['consorcio', 'transjerusalem', 'formado', 'grupo', 'constructora', 'shapir', 'adjudicado', 'proyecto', 'ligero', 'jerusalén', 'importe', 'supera', 'millones', 'euros', 'informó', 'grupo', 'empresarial', 'guipuzcoa']",18,consorcio transjerusalem formado grupo constructora shapir adjudicado proyecto ligero jerusalén importe supera millones euros informó grupo empresarial guipuzcoa,0.018953464199940453,Very Negative
908,"La ministra socialista de Educación y Formación Profesional, Isabel Celaá, comparece esta mañana por primera vez en la Comisión de Educación del Congreso, donde explica cómo va a revertir algunas de las medidas del anterior Gobierno del PP. Celaá ha conf",0,Fake,"['ministra', 'socialista', 'educación', 'formación', 'profesional', 'isabel', 'celaá', 'comparece', 'mañana', 'primera', 'comisión', 'educación', 'congreso', 'explica', 'revertir', 'medidas', 'anterior', 'gobierno', 'celaá']",19,ministra socialista educación formación profesional isabel celaá comparece mañana primera comisión educación congreso explica revertir medidas anterior gobierno celaá,0.00380731841452293,Very Negative
909,"Lewis Williams, trabajador de una empresa de ingeniería de Newark (Estados Unidos), ha sido detenido por reconocer que, durante los últimos cuatro años, ha estado eyaculando en el café de su jefa. Fue el propio empleado el que desveló su deleznable costum",0,Fake,"['lewis', 'williams', 'trabajador', 'empresa', 'ingeniería', 'newark', 'unidos', 'detenido', 'reconocer', 'últimos', 'cuatro', 'eyaculando', 'propio', 'empleado', 'desveló', 'deleznable', 'costum']",17,lewis williams trabajador empresa ingeniería newark unidos detenido reconocer últimos cuatro eyaculando propio empleado desveló deleznable costum,0.06504184754953456,Very Negative
910,"El acuerdo presupuestario en Andalucía ha supuesto mucho más que l a retirada por parte de Vox de una enmienda a la totalidad. Inaugura también un nuevo tipo de relación más transparente, menos clandestina. Por primera vez en España, los logotipos del Par",1,Real,"['acuerdo', 'presupuestario', 'andalucía', 'supuesto', 'retirada', 'parte', 'enmienda', 'totalidad', 'inaugura', 'nuevo', 'relación', 'transparente', 'menos', 'clandestina', 'primera', 'españa', 'logotipos']",17,acuerdo presupuestario andalucía supuesto retirada parte enmienda totalidad inaugura nuevo relación transparente menos clandestina primera españa logotipos,0.6011566176542139,Positive
911,"El asesor de Donald Trump ha arremetido contra los periodistas Pilar Cernuda y Chema Crespo tachándoles de ""ignorantes"" y acusándoles de ""decir imbecilidades"". El asesor del equipo de campaña de Donald Trump, Roberto Centeno, ha intervenido en Espejo Públ",0,Fake,"['asesor', 'donald', 'trump', 'arremetido', 'periodistas', 'pilar', 'cernuda', 'chema', 'crespo', 'tachándoles', 'ignorantes', 'acusándoles', 'decir', 'imbecilidades', 'asesor', 'equipo', 'campaña', 'donald', 'trump', 'roberto', 'centeno', 'intervenido', 'espejo']",23,asesor donald trump arremetido periodistas pilar cernuda chema crespo tachándoles ignorantes acusándoles decir imbecilidades asesor equipo campaña donald trump roberto centeno intervenido espejo,0.42770591911557043,Neutral
912,Nueva MANIOBRA ILEGAL DEL PP y es que ante el mas que evidente fracaso electoral jugando limpio ha pasado nuevamente al juego sucio. Lo ha hecho pasando a controlar TV3 (la televisión pública catalana) a la que ha prohibido emitir espacios electorales de ,0,Fake,"['nueva', 'maniobra', 'ilegal', 'evidente', 'fracaso', 'electoral', 'jugando', 'limpio', 'pasado', 'nuevamente', 'juego', 'sucio', 'pasando', 'controlar', 'televisión', 'pública', 'catalana', 'prohibido', 'emitir', 'espacios', 'electorales']",21,nueva maniobra ilegal evidente fracaso electoral jugando limpio pasado nuevamente juego sucio pasando controlar televisión pública catalana prohibido emitir espacios electorales,0.0034274466413834154,Very Negative
913,"Felipe González lanza un mensaje contundente a Pedro Sánchez y otro todavía más duro contra Pablo Iglesias, tras meses de prudente silencio. Un aviso a navegantes contra la deriva radical del nuevo Gobierno de la izquierda.  González asumió un papel muy ",0,Fake,"['felipe', 'gonzález', 'lanza', 'mensaje', 'contundente', 'pedro', 'sánchez', 'todavía', 'pablo', 'iglesias', 'meses', 'prudente', 'silencio', 'aviso', 'navegantes', 'deriva', 'radical', 'nuevo', 'gobierno', 'izquierda', 'gonzález', 'asumió', 'papel']",23,felipe gonzález lanza mensaje contundente pedro sánchez todavía pablo iglesias meses prudente silencio aviso navegantes deriva radical nuevo gobierno izquierda gonzález asumió papel,0.0034942604566971713,Very Negative
914,Cruz Roja ha vuelto a decepcionar a miles de españoles ante su negativa a ayudar a un ciudadano español. Fue a través de Facebook donde un ciudadano español denunció que la Cruz Roja de Algeciras se había negado a ayudarle por el simple hecho de ser españ,0,Fake,"['vuelto', 'decepcionar', 'miles', 'españoles', 'negativa', 'ayudar', 'ciudadano', 'español', 'través', 'facebook', 'ciudadano', 'español', 'denunció', 'algeciras', 'negado', 'ayudarle', 'simple', 'españ']",18,vuelto decepcionar miles españoles negativa ayudar ciudadano español través facebook ciudadano español denunció algeciras negado ayudarle simple españ,0.030108151536474018,Very Negative
915," Al Gobierno de Pedro Sánchez le produce urticaria pronunciar la palabra 'padre'. De ahí que, en su lugar, haya acuñado la siguiente expresión para definir al padre de toda la vida: "" Progenitor diferente de la madre biológica"" . Así consta en el Real Dec",0,Fake,"['gobierno', 'pedro', 'sánchez', 'produce', 'urticaria', 'pronunciar', 'palabra', 'padre', 'lugar', 'acuñado', 'siguiente', 'expresión', 'definir', 'padre', 'progenitor', 'diferente', 'madre', 'biológica', 'consta']",19,gobierno pedro sánchez produce urticaria pronunciar palabra padre lugar acuñado siguiente expresión definir padre progenitor diferente madre biológica consta,0.016601855119753046,Very Negative
916,"Podemos ha presentado en el Senado una moción en defensa de los derechos laborales de las personas en privación de libertad y que trabajan durante su estancia en prisión, en la que reivindica el pago del salario mínimo y la posibilidad de sindicación de l",0,Fake,"['podemos', 'presentado', 'senado', 'moción', 'defensa', 'derechos', 'laborales', 'personas', 'privación', 'libertad', 'trabajan', 'estancia', 'prisión', 'reivindica', 'salario', 'mínimo', 'posibilidad', 'sindicación']",18,podemos presentado senado moción defensa derechos laborales personas privación libertad trabajan estancia prisión reivindica salario mínimo posibilidad sindicación,0.16167446710548175,Very Negative
917,"La Marina Real marroquí interceptó la pasada noche en el mar Mediterráneo a 247 emigrantes que viajaban clandestinamente hacia España. Los emigrantes, que viajaban en varias embarcaciones, son en su mayor parte subsaharianos y varios de ellos se encontrab",1,Real,"['marina', 'marroquí', 'interceptó', 'pasada', 'noche', 'mediterráneo', 'emigrantes', 'viajaban', 'hacia', 'españa', 'emigrantes', 'viajaban', 'varias', 'embarcaciones', 'mayor', 'parte', 'subsaharianos', 'varios', 'encontrab']",19,marina marroquí interceptó pasada noche mediterráneo emigrantes viajaban hacia españa emigrantes viajaban varias embarcaciones mayor parte subsaharianos varios encontrab,0.7487628279143007,Positive
918,"Efectivos de Salvamento Marítimo han localizado a primeras horas de la mañana de este jueves, una patera que se encontraba navegando a dos millas de la playa de La Atunara en La Línea. La Salvamar Denébola fue la encargada de evitar que seis personas de o",1,Real,"['efectivos', 'salvamento', 'marítimo', 'localizado', 'primeras', 'horas', 'mañana', 'patera', 'encontraba', 'navegando', 'millas', 'playa', 'atunara', 'línea', 'salvamar', 'denébola', 'encargada', 'evitar', 'personas']",19,efectivos salvamento marítimo localizado primeras horas mañana patera encontraba navegando millas playa atunara línea salvamar denébola encargada evitar personas,0.03357934021664625,Very Negative
919,"Ronaldo dona a Palestina 1,5 millones de dólares por Ramadán ",0,Fake,"['ronaldo', 'palestina', 'millones', 'dólares', 'ramadán']",5,ronaldo palestina millones dólares ramadán,0.49789225920557484,Neutral
920,"Veis esto?, oís sus gritos?.. Pues no es África, es Colonia-Alemania. Esta mujer ha sido violada por esos individuos. Las violaciones perpetradas por manadas de inmigrantes en Europa se cuentan por millones. Nos ocultan las cifras reales, nos ocultan la v",0,Fake,"['gritos', 'áfrica', 'colonia', 'alemania', 'mujer', 'violada', 'individuos', 'violaciones', 'perpetradas', 'manadas', 'inmigrantes', 'europa', 'cuentan', 'millones', 'ocultan', 'cifras', 'reales', 'ocultan']",18,gritos áfrica colonia alemania mujer violada individuos violaciones perpetradas manadas inmigrantes europa cuentan millones ocultan cifras reales ocultan,0.702481696420261,Positive
921,"En una entrevista ofrecida a la publicado francesa ‘La Croix’, el Papa Francisco ha decepcionado a miles de cristianos al defender que las mujeres cristianas deben reproducirse con los inmigrantes ilegales. Aunque el Papa no ha dicho textualmente que haya",0,Fake,"['entrevista', 'ofrecida', 'publicado', 'francesa', 'croix', 'francisco', 'decepcionado', 'miles', 'cristianos', 'defender', 'mujeres', 'cristianas', 'deben', 'reproducirse', 'inmigrantes', 'ilegales', 'aunque', 'dicho', 'textualmente']",19,entrevista ofrecida publicado francesa croix francisco decepcionado miles cristianos defender mujeres cristianas deben reproducirse inmigrantes ilegales aunque dicho textualmente,0.0021438906379223433,Very Negative
922," El programa educativo Skolae propone como actividad analizar letras que considera sexistas, entre las que se incluyen 'Sin ti no soy nada', 'Contigo' o 'Un violinista en tu tejado', entre otras. El Departamento de Educación niega categóricamente que se t",0,Fake,"['programa', 'educativo', 'skolae', 'propone', 'actividad', 'analizar', 'letras', 'considera', 'sexistas', 'incluyen', 'contigo', 'violinista', 'tejado', 'departamento', 'educación', 'niega', 'categóricamente']",17,programa educativo skolae propone actividad analizar letras considera sexistas incluyen contigo violinista tejado departamento educación niega categóricamente,0.4336585986110327,Neutral
923,"Francisco Correa, condenado a 6 años y el exdirector de Aena a 5 por la Gürtel. ",1,Real,"['francisco', 'correa', 'condenado', 'exdirector', 'gürtel']",5,francisco correa condenado exdirector gürtel,0.49789225920557484,Neutral
924,"Claro ... Cómo el primer puente feminista de la historia q es construido sólo por mujeres y se derrumba en 24 horas, matando a gente... Das a entender q los hombres son más torpes? Esa respuesta es un tanto sexista, espero q no lo seas",0,Fake,"['claro', 'primer', 'puente', 'feminista', 'historia', 'construido', 'mujeres', 'derrumba', 'horas', 'matando', 'gente', 'entender', 'hombres', 'torpes', 'respuesta', 'sexista', 'espero']",17,claro primer puente feminista historia construido mujeres derrumba horas matando gente entender hombres torpes respuesta sexista espero,7.585598263875063e-06,Very Negative
925,"Qué ? Canadá recibiría 100,000 ""palestinos"" del Líbano y Siria y España recibiría 16,000 palestinos del Líbano, junto con acuerdos similares con Bélgica y Francia. ",0,Fake,"['canadá', 'recibiría', 'palestinos', 'líbano', 'siria', 'españa', 'recibiría', 'palestinos', 'líbano', 'junto', 'acuerdos', 'similares', 'bélgica', 'francia']",14,canadá recibiría palestinos líbano siria españa recibiría palestinos líbano junto acuerdos similares bélgica francia,0.7909859825907737,Positive
926,"Santiago Abascal carga contra los nacionalismos y sus partidos, esos que invistieron al PP de Aznar. Quizá se olvida de qué partido viene y quizá no sabe que aparecer en los papeles de Bárcenas tampoco lo convierte en el más indicado para criticar la corr",0,Fake,"['santiago', 'abascal', 'carga', 'nacionalismos', 'partidos', 'invistieron', 'aznar', 'quizá', 'olvida', 'partido', 'viene', 'quizá', 'aparecer', 'papeles', 'bárcenas', 'tampoco', 'convierte', 'indicado', 'criticar']",19,santiago abascal carga nacionalismos partidos invistieron aznar quizá olvida partido viene quizá aparecer papeles bárcenas tampoco convierte indicado criticar,0.040970494817252394,Very Negative
927,Google Maps ahora te chiva los radares en carretera ,1,Real,"['google', 'chiva', 'radares', 'carretera']",4,google chiva radares carretera,0.6104441457945735,Positive
928,"Primer detenido en Avila por tener placas fotovoltaicas para autoconsumo. Un vecino de Arevalo (Avila) ha sido puesto hoy a disposicion judicial tras incautarle la Guardia Civil dos potentes placas fotovoltaicas instaladas en el tejado se su vivienda, ale",0,Fake,"['primer', 'detenido', 'avila', 'tener', 'placas', 'fotovoltaicas', 'autoconsumo', 'vecino', 'arevalo', 'avila', 'puesto', 'disposicion', 'judicial', 'incautarle', 'guardia', 'civil', 'potentes', 'placas', 'fotovoltaicas', 'instaladas', 'tejado', 'vivienda']",22,primer detenido avila tener placas fotovoltaicas autoconsumo vecino arevalo avila puesto disposicion judicial incautarle guardia civil potentes placas fotovoltaicas instaladas tejado vivienda,0.2433311167110293,Negative
929,"El individuo lanzó bengalas contra vehículos y edificios y toda apunta a que quería evitar la deportación de los inmigrantes Un individuo de 69 años armado y que atacó un centro federal de internamiento de inmigrantes de Tacoma, a las afueras de Seattl",1,Real,"['individuo', 'lanzó', 'bengalas', 'vehículos', 'edificios', 'apunta', 'quería', 'evitar', 'deportación', 'inmigrantes', 'individuo', 'armado', 'atacó', 'centro', 'federal', 'internamiento', 'inmigrantes', 'tacoma', 'afueras', 'seattl']",20,individuo lanzó bengalas vehículos edificios apunta quería evitar deportación inmigrantes individuo armado atacó centro federal internamiento inmigrantes tacoma afueras seattl,0.24997998673590704,Negative
930,"Las decisiones que está tomando el nuevo Consejo de Administración de RTVE, cargándose a presentadores tan populares como Javier Cárdenas, Raquel Martínez, Sergio Martín y Jerónimo Fernández entre otros, junto a la eliminación de programas como ‘Última Ho",0,Fake,"['decisiones', 'tomando', 'nuevo', 'consejo', 'administración', 'cargándose', 'presentadores', 'populares', 'javier', 'cárdenas', 'raquel', 'martínez', 'sergio', 'martín', 'jerónimo', 'fernández', 'junto', 'eliminación', 'programas', 'última']",20,decisiones tomando nuevo consejo administración cargándose presentadores populares javier cárdenas raquel martínez sergio martín jerónimo fernández junto eliminación programas última,0.27137213933677956,Negative
931, La Intervención de la Generalitat también cuestiona en su informe de auditoría determinados complementos salariales que perciben los altos cargos de la Universitat Politècnica de València (UPV) . Tras adelantar este diario el duro informe contra la Univ,1,Real,"['intervención', 'generalitat', 'cuestiona', 'informe', 'auditoría', 'determinados', 'complementos', 'salariales', 'perciben', 'altos', 'cargos', 'universitat', 'politècnica', 'valència', 'adelantar', 'diario', 'informe']",17,intervención generalitat cuestiona informe auditoría determinados complementos salariales perciben altos cargos universitat politècnica valència adelantar diario informe,0.29139308480992554,Negative
932,"El Sínodo sobre la Amazonia, que se celebrará a partir del próximo domingo en el Vaticano hasta el 27 de octubre, se ha convertido en una inesperada plataforma para discutir sobre cuestiones largamente aplazadas como los derechos de las mujeres en la Igle",1,Real,"['sínodo', 'amazonia', 'celebrará', 'partir', 'próximo', 'vaticano', 'octubre', 'convertido', 'inesperada', 'plataforma', 'discutir', 'cuestiones', 'largamente', 'aplazadas', 'derechos', 'mujeres']",16,sínodo amazonia celebrará partir próximo vaticano octubre convertido inesperada plataforma discutir cuestiones largamente aplazadas derechos mujeres,0.31301759198339646,Negative
933,"En los últimos años los desahucios en Madrid se han disparado. Ahora principalmente por impago de alquiler. Estas palabras de Manuela Carmena son un insulto a todas las familias que se ven expulsadas de sus hogares todas las semanas. Sí, en Madrid",0,Fake,"['últimos', 'desahucios', 'madrid', 'disparado', 'principalmente', 'impago', 'alquiler', 'palabras', 'manuela', 'carmena', 'insulto', 'familias', 'expulsadas', 'hogares', 'semanas', 'madrid']",16,últimos desahucios madrid disparado principalmente impago alquiler palabras manuela carmena insulto familias expulsadas hogares semanas madrid,0.994066777747055,Very Positive
934,El despido objetivo por absentismo podría desaparecer de la legislación española y será el Tribunal Constitucional (TC) el que lo decida. El pasado 27 de julio el Boletín Oficial del Estado (BOE) publicó la decisión de este tribunal de admitir a trámite u,1,Real,"['despido', 'objetivo', 'absentismo', 'podría', 'desaparecer', 'legislación', 'española', 'tribunal', 'constitucional', 'decida', 'pasado', 'julio', 'boletín', 'oficial', 'publicó', 'decisión', 'tribunal', 'admitir', 'trámite']",19,despido objetivo absentismo podría desaparecer legislación española tribunal constitucional decida pasado julio boletín oficial publicó decisión tribunal admitir trámite,0.13405993515528764,Very Negative
935,"Los proetarras de Bildu están decididos a islamizar los territorios que gobiernan. En Pamplona, Joseba Asirón, alcalde de la ciudad, no ha dudado en promover el islam con diferentes actos que dan prioridad a la religión musulmana en vez de a la cristiana.",0,Fake,"['proetarras', 'bildu', 'decididos', 'islamizar', 'territorios', 'gobiernan', 'pamplona', 'joseba', 'asirón', 'alcalde', 'ciudad', 'dudado', 'promover', 'islam', 'diferentes', 'actos', 'prioridad', 'religión', 'musulmana', 'cristiana']",20,proetarras bildu decididos islamizar territorios gobiernan pamplona joseba asirón alcalde ciudad dudado promover islam diferentes actos prioridad religión musulmana cristiana,0.8227056317645398,Very Positive
936,"Las feminazis se superan día a día. La tal Cara Agneli se ha hecho viral con este tweet esperpéntico. Carla Angeli es una feminazi que se define como feminista, animalista, antiracista, vegana y muchos otros adjetivos más. Día tras día y de manera continu",0,Fake,"['feminazis', 'superan', 'agneli', 'viral', 'tweet', 'esperpéntico', 'carla', 'angeli', 'feminazi', 'define', 'feminista', 'animalista', 'antiracista', 'vegana', 'adjetivos', 'manera', 'continu']",17,feminazis superan agneli viral tweet esperpéntico carla angeli feminazi define feminista animalista antiracista vegana adjetivos manera continu,0.3367403855522847,Negative
937,"Fuentes de Arabia Saudita informan a Press TV que han decapitado públicamente a una activista, que pasó tres años detenida por criticar a los gobernantes del reino. La cuenta de Twitter Thefreethoughts y otras fuentes sauditas dijeron que la mujer, llamad",0,Fake,"['fuentes', 'arabia', 'saudita', 'informan', 'press', 'decapitado', 'públicamente', 'activista', 'detenida', 'criticar', 'gobernantes', 'reino', 'cuenta', 'twitter', 'thefreethoughts', 'fuentes', 'sauditas', 'dijeron', 'mujer', 'llamad']",20,fuentes arabia saudita informan press decapitado públicamente activista detenida criticar gobernantes reino cuenta twitter thefreethoughts fuentes sauditas dijeron mujer llamad,0.008826345854769593,Very Negative
938,"""La Federación Inglesa (fútbol) ya no dará champán a los ganadores de la Copa por respeto a los musulmanes""",0,Fake,"['federación', 'inglesa', 'fútbol', 'champán', 'ganadores', 'respeto', 'musulmanes']",7,federación inglesa fútbol champán ganadores respeto musulmanes,0.21815293201895153,Negative
939,"Una feminista estadounidense, conocida con el sobrenombre de Lana, ha relatado en su blog que en 2012 supo que se había quedado embarazada, y que cuando una ecografía reveló que su bebé sería niño, decidió abortar precisamente por esa razón, informa el di",0,Fake,"['feminista', 'estadounidense', 'conocida', 'sobrenombre', 'relatado', 'quedado', 'embarazada', 'ecografía', 'reveló', 'decidió', 'abortar', 'precisamente', 'razón', 'informa']",14,feminista estadounidense conocida sobrenombre relatado quedado embarazada ecografía reveló decidió abortar precisamente razón informa,0.18873803831428174,Very Negative
940,"El futuro de Huawei quedó oficialmente ligado a la guerra comercial desde que Donald Trump y Xi Jinping se estrecharon la mano en la cumbre del G20 celebrada en junio en Osaka, Japón. Tras el último intercambio de sanciones de este fin de semana , las dos",1,Real,"['futuro', 'huawei', 'quedó', 'oficialmente', 'ligado', 'guerra', 'comercial', 'donald', 'trump', 'jinping', 'estrecharon', 'cumbre', 'celebrada', 'junio', 'osaka', 'japón', 'último', 'intercambio', 'sanciones', 'semana']",20,futuro huawei quedó oficialmente ligado guerra comercial donald trump jinping estrecharon cumbre celebrada junio osaka japón último intercambio sanciones semana,0.8114953441063008,Very Positive
941,El alcalde de Pamplona (Bildu) monta cursos sobre Islam y cómo hacerse musulmán ...MIENTRAS ATACA AL CRISTIANISMO ,0,Fake,"['alcalde', 'pamplona', 'bildu', 'monta', 'cursos', 'islam', 'hacerse', 'musulmán', 'mientras', 'ataca', 'cristianismo']",11,alcalde pamplona bildu monta cursos islam hacerse musulmán mientras ataca cristianismo,0.36667372063948545,Negative
942,"El profesor Li Li, director del Hospital of Ophthalmology SGH de Singapur, informó que cuando las luces están apagadas por la noche no se debe utilizar el móvil porque causa maculopatía. Indicó que la enfermedad se debe a que el resplandor directo durante",0,Fake,"['profesor', 'director', 'hospital', 'ophthalmology', 'singapur', 'informó', 'luces', 'apagadas', 'noche', 'utilizar', 'móvil', 'causa', 'maculopatía', 'indicó', 'enfermedad', 'resplandor', 'directo']",17,profesor director hospital ophthalmology singapur informó luces apagadas noche utilizar móvil causa maculopatía indicó enfermedad resplandor directo,0.10581399413271719,Very Negative
943,"ALERTA: DECLARACION DE LA RENTA ¡OJO AL DATO! Os cuento, he recibido un correo, teóricamente del Ministerio de Hacienda (con todos los membretes etc) diciéndome que: tras ver mi declaración, habían detectado un fallo a mí favor de 284 € y que tenía que re",0,Fake,"['alerta', 'declaracion', 'renta', 'cuento', 'recibido', 'correo', 'teóricamente', 'ministerio', 'hacienda', 'membretes', 'diciéndome', 'declaración', 'detectado', 'fallo', 'favor']",15,alerta declaracion renta cuento recibido correo teóricamente ministerio hacienda membretes diciéndome declaración detectado fallo favor,0.029017625888216842,Very Negative
944,"Las redes sociales arden estos días con unos cálculos de calendario, casi matemáticos, que habría realizado Pedro Sánchez para lograr así beneficiarse del Estatuto de Expresidentes del Gobierno y conseguir una paga vitalicia de más de 90.100 euros al años",0,Fake,"['redes', 'sociales', 'arden', 'cálculos', 'calendario', 'matemáticos', 'realizado', 'pedro', 'sánchez', 'lograr', 'beneficiarse', 'estatuto', 'expresidentes', 'gobierno', 'conseguir', 'vitalicia', 'euros']",17,redes sociales arden cálculos calendario matemáticos realizado pedro sánchez lograr beneficiarse estatuto expresidentes gobierno conseguir vitalicia euros,0.14776697177951087,Very Negative
945,Los nuevos europeos vienen a trabajar.,0,Fake,"['nuevos', 'europeos', 'vienen', 'trabajar']",4,nuevos europeos vienen trabajar,0.1332574977077164,Very Negative
946,"Dos jóvenes inmigrantes magrebíes han sido rescatados hoy en el interior del puerto de Ceuta cuando se habían lanzado al agua y permanecían agarrados al casco del barco, con riesgo para su vida. Según han informado a Efe fuentes portuarias, el hecho se h",1,Real,"['jóvenes', 'inmigrantes', 'magrebíes', 'rescatados', 'interior', 'puerto', 'ceuta', 'lanzado', 'permanecían', 'agarrados', 'casco', 'barco', 'riesgo', 'informado', 'fuentes', 'portuarias']",16,jóvenes inmigrantes magrebíes rescatados interior puerto ceuta lanzado permanecían agarrados casco barco riesgo informado fuentes portuarias,0.9273008054575781,Very Positive
947,"España es el destino turístico recomendado por la Cámara de Comercio y Turismo LGBT de Brasil para la temporada 2019-2020, según se anunció en la Conferencia Internacional de la Diversidad y del Turismo LGBT, que comenzó este domingo en Sao Paulo y se ex",1,Real,"['españa', 'destino', 'turístico', 'recomendado', 'cámara', 'comercio', 'turismo', 'brasil', 'temporada', 'anunció', 'conferencia', 'internacional', 'diversidad', 'turismo', 'comenzó', 'paulo']",16,españa destino turístico recomendado cámara comercio turismo brasil temporada anunció conferencia internacional diversidad turismo comenzó paulo,0.9930335691175493,Very Positive
948,"Barcelona sale a la calle para dar una calurosa bienvenida al Rey Felipe y doña Leonor, princesa de Gerona, duquesa de Montblanc, condesa de Cervera y señora de Balaguer.",0,Fake,"['barcelona', 'calle', 'calurosa', 'bienvenida', 'felipe', 'leonor', 'princesa', 'gerona', 'duquesa', 'montblanc', 'condesa', 'cervera', 'señora', 'balaguer']",14,barcelona calle calurosa bienvenida felipe leonor princesa gerona duquesa montblanc condesa cervera señora balaguer,0.8998795127822755,Very Positive
949,Policías rusos pidiéndole perdón a tres moros que la están liando en un bar. Hablando se entiende la gente.,0,Fake,"['policías', 'rusos', 'pidiéndole', 'perdón', 'moros', 'liando', 'hablando', 'entiende', 'gente']",9,policías rusos pidiéndole perdón moros liando hablando entiende gente,0.06861792120243031,Very Negative
950,"Pedro Sánchez pretende derribar el Valle de los Caídos Pedro Sánchez, presidente del Gobierno de España, se ha comprometido a ilegalizar la Fundación Francisco Franco y el Valle de los Caídos. El secretario general del Partido Socialista Obrero Español ha",0,Fake,"['pedro', 'sánchez', 'pretende', 'derribar', 'valle', 'caídos', 'pedro', 'sánchez', 'presidente', 'gobierno', 'españa', 'comprometido', 'ilegalizar', 'fundación', 'francisco', 'franco', 'valle', 'caídos', 'secretario', 'general', 'partido', 'socialista', 'obrero', 'español']",24,pedro sánchez pretende derribar valle caídos pedro sánchez presidente gobierno españa comprometido ilegalizar fundación francisco franco valle caídos secretario general partido socialista obrero español,0.6773233325386812,Positive
951,"Según ha adelantado el diario británico «The Telegraph», la participación de la compañía china estará limitada a las partes «no estratégicas» del sistemaPrimero fue Alemania y ahora Reino Unido . Las presiones por parte de EE.UU. , que acusa a Huawei de e",1,Real,"['adelantado', 'diario', 'británico', 'telegraph', 'participación', 'compañía', 'china', 'limitada', 'partes', 'estratégicas', 'sistemaprimero', 'alemania', 'reino', 'unido', 'presiones', 'parte', 'acusa', 'huawei']",18,adelantado diario británico telegraph participación compañía china limitada partes estratégicas sistemaprimero alemania reino unido presiones parte acusa huawei,0.4313310058125719,Neutral
